UNIQUE_CELL_ID	UNIQUE_CELL_NAME	TCGA-AB-2996-03	TCGA-AB-2995-03	TCGA-AB-2994-03	TCGA-AB-2991-03	TCGA-AB-2986-03	TCGA-AB-2984-03	TCGA-AB-2964-03	TCGA-AB-2978-03	TCGA-AB-2976-03	TCGA-AB-2975-03	TCGA-AB-2973-03	TCGA-AB-2972-03	TCGA-AB-2971-03	TCGA-AB-2970-03	TCGA-AB-2969-03	TCGA-AB-2967-03	TCGA-AB-2966-03	TCGA-AB-2980-03	TCGA-AB-2819-03	TCGA-AB-2849-03	TCGA-AB-2842-03	TCGA-AB-2840-03	TCGA-AB-2839-03	TCGA-AB-2834-03	TCGA-AB-2833-03	TCGA-AB-2828-03	TCGA-AB-2826-03	TCGA-AB-2822-03	TCGA-AB-2821-03	TCGA-AB-2820-03	TCGA-AB-2959-03	TCGA-AB-2818-03	TCGA-AB-2816-03	TCGA-AB-2815-03	TCGA-AB-2814-03	TCGA-AB-2812-03	TCGA-AB-2808-03	TCGA-AB-2807-03	TCGA-AB-2806-03	TCGA-AB-2803-03	TCGA-AB-2963-03	TCGA-AB-2854-03	TCGA-AB-2853-03	TCGA-AB-2955-03	TCGA-AB-2950-03	TCGA-AB-2942-03	TCGA-AB-2937-03	TCGA-AB-2933-03	TCGA-AB-2929-03	TCGA-AB-2925-03	TCGA-AB-2917-03	TCGA-AB-2916-03	TCGA-AB-2913-03	TCGA-AB-2912-03	TCGA-AB-2911-03	TCGA-AB-2904-03	TCGA-AB-2884-03	TCGA-AB-2877-03	TCGA-AB-2870-03	TCGA-AB-2867-03	TCGA-AB-2863-03	TCGA-AB-2914-03	TCGA-AB-2946-03	TCGA-AB-2948-03	TCGA-AB-2949-03	TCGA-AB-2954-03	TCGA-AB-2982-03	TCGA-AB-2988-03	TCGA-AB-2990-03	TCGA-AB-2999-03	TCGA-AB-3000-03	TCGA-AB-3005-03	TCGA-AB-2875-03	TCGA-AB-3007-03	TCGA-AB-3008-03	TCGA-AB-2944-03	TCGA-AB-2941-03	TCGA-AB-2940-03	TCGA-AB-2939-03	TCGA-AB-2936-03	TCGA-AB-2935-03	TCGA-AB-2934-03	TCGA-AB-2932-03	TCGA-AB-2931-03	TCGA-AB-2930-03	TCGA-AB-2928-03	TCGA-AB-2927-03	TCGA-AB-2924-03	TCGA-AB-3009-03	TCGA-AB-3012-03	TCGA-AB-3011-03	TCGA-AB-2846-03	TCGA-AB-2868-03	TCGA-AB-2866-03	TCGA-AB-2865-03	TCGA-AB-2861-03	TCGA-AB-2860-03	TCGA-AB-2859-03	TCGA-AB-2858-03	TCGA-AB-2857-03	TCGA-AB-2856-03	TCGA-AB-2855-03	TCGA-AB-2851-03	TCGA-AB-2848-03	TCGA-AB-2847-03	TCGA-AB-2919-03	TCGA-AB-2845-03	TCGA-AB-2844-03	TCGA-AB-2843-03	TCGA-AB-2838-03	TCGA-AB-2837-03	TCGA-AB-2836-03	TCGA-AB-2835-03	TCGA-AB-2832-03	TCGA-AB-2830-03	TCGA-AB-2824-03	TCGA-AB-2810-03	TCGA-AB-2921-03	TCGA-AB-2871-03	TCGA-AB-2869-03	TCGA-AB-2918-03	TCGA-AB-2915-03	TCGA-AB-2910-03	TCGA-AB-2908-03	TCGA-AB-2901-03	TCGA-AB-2900-03	TCGA-AB-2899-03	TCGA-AB-2898-03	TCGA-AB-2897-03	TCGA-AB-2896-03	TCGA-AB-2895-03	TCGA-AB-2890-03	TCGA-AB-2891-03	TCGA-AB-2872-03	TCGA-AB-2874-03	TCGA-AB-2879-03	TCGA-AB-2880-03	TCGA-AB-2881-03	TCGA-AB-2882-03	TCGA-AB-2885-03	TCGA-AB-2886-03	TCGA-AB-2887-03	TCGA-AB-2888-03	TCGA-AB-2956-03	TCGA-AB-2992-03	TCGA-AB-2985-03	TCGA-AB-2903-03	TCGA-AB-2965-03	TCGA-AB-3006-03	TCGA-AB-3002-03	TCGA-AB-3001-03	TCGA-AB-2889-03	TCGA-AB-2873-03	TCGA-AB-2825-03	TCGA-AB-2805-03	TCGA-AB-2998-03	TCGA-AB-2987-03	TCGA-AB-2862-03	TCGA-AB-2817-03	TCGA-AB-2823-03	TCGA-AB-2938-03	TCGA-AB-2813-03	TCGA-AB-2983-03	TCGA-AB-2909-03	TCGA-AB-2977-03	TCGA-AB-2979-03	TCGA-AB-2952-03	TCGA-AB-2920-03	TCGA-AB-2841-03	TCGA-AB-2811-03	TCGA-AB-2943-03	TCGA-AB-2981-03	TCGA-AB-2894-03	TCGA-AB-2893-03	TCGA-AB-2883-03	TCGA-AB-2878-03	TCGA-AB-2876-03	TCGA-AB-2892-03	TCGA-AB-2993-03
1000000046	RESTING_NATURAL_KILLER_CELL	0.035208148	0.156147014	0.048744836	0.07079063	0.058712394	0.007655132	0.130310735	0.051281031	0.102398159	0.051329636	0.034734851	0.179289146	0.04599054	0.062774212	0.036824602	0.062841075	0.143066226	0	0.007686468	0.085488204	0.01894192	0.045399832	0.08634306	0.059497765	0.011726745	0.026161647	0.049033665	0.026719793	0.157111086	0.361348563	0.082038541	0.068499477	0.059681366	0.058156711	0.086640212	0.075784882	0.083713629	0.06303454	0.036977207	0.052896747	0.066203699	0.043521564	0.135677106	0.063218601	0.05997433	0.053723248	0.131840035	0.040394666	0.089176661	0.008235819	0.074376438	0.05397323	0.136456439	0.051257763	0.03746919	0.102546019	0.057071077	0.145759927	0.070031223	0.126516049	0.091250484	0.05196913	0.098685586	0.036689067	0.067787266	0.061190105	0.0000934	0.085647307	0.081660633	0.060125932	0.139968751	0.057572604	0.112531411	0.026997726	0.096612683	0.054564798	0.077301812	0.057002339	0.113747024	0.119385902	0.1398547	0.057469857	0.038151214	0.007703158	0.107370852	0.112047784	0.087174436	0.074745989	0.037213025	0.034811276	0.063825061	0.061982438	0.120355581	0.037148645	0.07399761	0.074806971	0.071358403	0.162370647	0.031213591	0.062275752	0.015216667	0.090048662	0.038792526	0.065661852	0.037836627	0.073425109	0.055537688	0.068340381	0.085160926	0.059844055	0.036824479	0.020004148	0.013460784	0.054420693	0.088677531	0.09128718	0.094876879	0.049306506	0.192598381	0.176994414	0.028115184	0.06531828	0.049709176	0.084984817	0.019113498	0.063599093	0.053394077	0.132772609	0.087506908	0.059677792	0.039281847	0.18335834	0.092071184	0.099494045	0.117703561	0.074500956	0.09907838	0.078929226	0.273168206	0.085714947	0.065415311	0.071432991	0.061564697	0.062854438	0.091588482	0.020246022	0.064925435	0.03729303	0.109395968	0.063722549	0.082493584	0.065505041	0.046357902	0.041545009	0.035599189	0.093847332	0.024776661	0.115533124	0.039254539	0.045113373	0.010969497	0.017765847	0.06433302	0.051604484	0.033907976	0.102786783	0.056907688	0	0.122992383	0.09365171	0.147248686	0.019614868	0.107019142	0.02354434	0.062836258	0.019050416	0.063053925	0.074383131	0.104087899
1000000047	ACTIVATED_NATURAL_KILLER_CELL	0	0	0	0	0	0.028764764	0	0	0	0.026320044	0	0	0	0	0	0	0	0	0	0	0.008018086	0	0	0	0	0	0	0.031525379	0	0	0	0	0	0	0.027380852	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003643354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031058324	0	0	0	0	0	0	0	0	0	0.033331965	0	0	0	0	0.019407256	0	0	0	0	0.00766585	0	0	0	0	0	0	0.000725514	0	0	0	0.025688485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003514106	0	0	0	0	0	0.043015198	0	0	0	0	0	0	0	0	0.002838193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026750885	0.027726843	0	0	0	0	0	0	0.039754669	0	0	0	0	0	0	0	0.014937514	0	0	0
13	MONOCYTE	0.317682425	0.027706977	0.198118963	0.196612782	0.11530156	0.043127062	0.085770798	0.441844827	0.059059024	0.173388136	0.728864869	0.059845901	0.553520485	0.361339483	0.742219147	0.553173297	0.020123614	0.030553258	0.15356963	0.04682544	0.694393827	0.106325573	0.054150617	0.621252765	0.887324246	0.714440675	0.633488319	0.033035244	0.344107532	0.067335978	0.130907702	0.533269433	0.684817693	0.601817859	0.158652303	0.151193924	0.383847997	0.053928436	0.119447289	0.069450614	0.462162226	0.611260854	0.378188159	0.078815729	0.051241209	0.477650944	0.091558069	0.55610686	0.177734376	0.507443702	0.387762122	0.740674599	0.097453823	0.580822739	0.704311707	0.017716606	0.396969407	0.071372362	0.393422134	0.294998076	0.29207029	0.461570839	0.532265811	0.846436591	0.454219011	0.657282829	0.056907367	0.231846724	0.198735672	0.024130817	0.289309468	0.367026675	0.079022195	0.10611147	0.045998733	0.152165532	0.116768166	0.301125673	0.137723511	0.103543505	0.293615315	0.704543514	0.706272845	0.067713404	0.290822649	0.041078485	0.321135994	0.568171419	0.0766746	0.038342095	0.133389676	0.582661215	0.085660983	0.600003381	0.63578793	0.476874971	0.267679225	0.12862131	0.047421446	0.090405265	0.494785765	0.30552803	0.752039351	0.566290971	0.097191268	0.032917907	0.248085738	0.582729066	0.247518279	0.413229564	0.609020336	0.72725864	0.605411138	0.198417778	0.109104179	0.419180859	0.211208743	0.474249835	0.037254515	0.033071645	0.312039568	0.510245332	0.541047137	0.219997636	0.043044536	0.326237849	0.428633856	0.393982286	0.158708715	0.251808026	0.02949932	0.320454229	0.367702948	0.144864141	0.283027321	0.040891339	0.504203776	0.406285844	0.16321757	0.07484415	0.015387877	0.050748924	0.700330896	0.588135667	0.62241381	0.808759955	0.045854968	0.435275969	0.043223955	0.23286042	0.178498814	0.431726688	0.674261172	0.617217036	0.79998789	0.270892172	0.575066937	0.03396124	0.326385183	0.128279963	0.177623381	0.709455431	0.324647631	0.084252479	0.743766939	0.133311275	0.445100287	0.117042347	0.273581211	0.543922052	0.129326263	0.798618838	0.188247871	0.696080382	0.221365263	0.101329194	0.116497888	0.539532237	0.078632768
9	M0_MACROPHAGE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000477975	0	0	0	0	0	0	0	0	0	0	0	0.00495277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010294375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008419487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	M1_MACROPHAGE	0.002251611	0	0.000195531	0	0	0	0	0	0	0	0	0	0.000701889	0.002297615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000173	0	0	0	0	0	0	0	0	0.000517243	0	0.0000645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003433002	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001127924	0	0	0	0	0	0	0	0	0	0	0	0.002066171	0	0	0	0	0	0	0	0	0	0	0	0.001791616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001491122	0.00218846	0	0	0	0	0	0	0	0	0	0	0	0.000134922	0	0	0	0	0	0	0.002042396	0	0	0	0.0000386	0	0	0	0	0	0	0
11	M2_MACROPHAGE	0.060469156	0.011153329	0	0	0.021239789	0.078571305	0.0148875	0.001455353	0.018865175	0.017746555	0.070106681	0.006832255	0.04315313	0.137078333	0.119112581	0.122557299	0.02497517	0.037510823	0.10957718	0.011486888	0.041593866	0.065593375	0.09393417	0.023448825	0.003095009	0.069674307	0.05508963	0.133466177	0.01611505	0.024871997	0.042400224	0.048569045	0.073349213	0.129592843	0.017489786	0.010746396	0.003292298	0.085015143	0.053791938	0	0.039882191	0.046104499	0.041085149	0.048472701	0.067443917	0.068624917	0.06752666	0.041532846	0.04356636	0.318096506	0	0.014857628	0.00876821	0.109250309	0.024860414	0.013655135	0.093888812	0.040845859	0.088212909	0.009555318	0.051601202	0.039444324	0.067712185	0.02466865	0.026956304	0.094318284	0	0.02848755	0.009450855	0	0.092988027	0.264593763	0.043770385	0	0.069702082	0.003722034	0	0.010953103	0.028674373	0.044936994	0.031220153	0.030295983	0.143800946	0.020570014	0.051075431	0.029000156	0.078691699	0.148750521	0.065832928	0	0.038297147	0.039365671	0.001391568	0.17907133	0.015403438	0.172721783	0.09186948	0.01115024	0.00220235	0.002283712	0.096054003	0.050919951	0.083722285	0.063610405	0.060812985	0.026475007	0.095124649	0.013729121	0.114091417	0.002358576	0.198074201	0.065808317	0.213140589	0.172898913	0.120154136	0.138915789	0	0.089757329	0.006182362	0.000534165	0.11192695	0.019779278	0.173135949	0.010484648	0	0.167132027	0.030040877	0	0	0.084735242	0.028517185	0	0.069273177	0	0.079299657	0.081382749	0.067629461	0.039804367	0.011450655	0.014835801	0.028589789	0.026631212	0.016383482	0.145054753	0	0.02730369	0.064605802	0.19606086	0.032207834	0.018369173	0	0.131799854	0.094082027	0.176583794	0.033156751	0.065315904	0.108021466	0.018757275	0.086627008	0.059528019	0.092713964	0.019100576	0.133723358	0.029837324	0.004947898	0.074606116	0.066288099	0.020163217	0	0.01979852	0	0.037772577	0.217785292	0.140160632	0.315565096	0.007420084	0.051188943	0.104397851	0.03510415
1000000043	RESTING_DENDRITIC_CELL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008585328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1000000044	ACTIVATED_DENDRITIC_CELL	0	0.002025652	0	0.001335325	0	0.013351095	0.006082749	0.000727511	0.00869197	0	0.002114494	0.004881104	0	0	0	0.002988373	0.013540219	0	0.005542371	0.015561061	0	0.002924733	0.010644107	0.001705793	0.000721418	0.00439001	0	0.048025608	0.008472514	0.001310236	0.010849852	0	0	0.000803151	0.00360845	0.012946306	0.001890571	0.004500918	0	0.004548441	0	0.006842795	0	0	0.003547932	0.004182557	0	0.011508163	0.001181227	0	0.008801802	0.00360191	0.016062962	0.001078099	0.000174157	0.007715257	0.000458213	0.002850501	0	0	0	0.009438106	0.000325802	0	0	0	0.008345621	0.005638888	0.00106289	0.000792202	0.003739098	0.000812828	0	0.019777284	0.00416569	0.006648793	0.005174584	0.001916089	0	0.004486629	0	0	0	0.002465151	0	0.006142339	0	0.001765166	0.021791175	0.001184531	0.012370746	0.000646785	0	0.004914727	0.008576224	0.007277137	0	0	0	0.00937909	0	0.015296985	0.001822715	0.005489737	0	0.026000828	0.001363649	0.001807865	0	0.006004371	0	0.001039453	0	0.010760399	0.000818075	0.000817602	0.002068266	0	0	0.0000193	0	0.003736131	0.003800092	0.002821402	0	0.001693955	0.00169491	0.006852215	0.005837906	0.005474701	0.015614668	0.000851797	0.00699328	0.002461728	0	0	0.003603543	0.002253224	0	0.001294778	0.007367871	0	0	0.00216458	0	0.012854191	0.006433327	0	0	0.001812584	0	0	0.001678308	0	0.001616143	0	0	0	0	0	0.005018322	0.001301121	0.001911623	0.01563258	0	0	0	0	0.001975678	0.008519305	0.006486047	0.000883925	0.006606412	0.001876984	0	0.000277212	0.001324266	0	0.000660957
1000000054	RESTING_MAST_CELL	0.240662193	0.011612559	0.51578547	0.278671205	0.077401896	0.32877866	0.266399851	0.144144163	0.093819655	0.083592628	0.034440153	0.002790555	0.098917302	0.032888085	0.03736093	0.056337006	0	0.344324432	0.148934094	0.064973976	0.05397425	0.305233071	0.33859602	0.11045828	0.034930348	0.052675392	0.080648753	0.063699158	0	0.059287965	0.028997326	0.027085891	0.017952181	0.060129623	0.025270356	0.337347394	0.125136064	0.008538255	0.157302265	0.71409211	0.120766322	0.009460868	0.00096261	0.270300658	0.151144489	0.038603681	0.113070961	0.033624658	0.124712636	0.049813932	0.148604483	0.004358916	0.072966087	0.02223341	0.080575244	0.065554911	0.057477409	0.290433217	0.15743369	0.012210498	0.137387099	0.152364312	0.07078017	0.019233444	0	0.047359195	0.227219885	0.026597706	0.182851928	0.499712306	0.101000439	0.012378327	0.190079879	0.363720005	0.007601382	0.012434101	0.450121782	0.273631959	0.12788994	0.0147528	0.121399829	0.014268551	0.037309586	0.41222983	0.024544165	0	0.041823089	0.024677572	0.036769701	0.785456094	0.135916041	0.115733981	0.206070247	0.03368108	0.05789005	0.001558836	0.045537712	0	0.477836359	0.184717204	0.030949037	0.04040388	0.009464232	0.071136452	0.348178157	0.236980201	0.100375042	0.159529996	0.077406053	0.271410876	0.034661927	0.05933981	0.029172497	0.010219606	0.012140922	0.033007444	0.368097297	0.111368454	0	0.137040888	0.122559891	0.012665014	0.02045303	0.027567231	0.748218507	0.183790311	0.01793485	0	0.439099907	0.199964322	0.103352916	0.045846766	0	0.200396179	0.115024059	0.277870245	0.05191697	0.082604291	0.026997547	0.264890523	0.307010026	0.128640437	0.009223134	0.021574113	0.051922491	0.029707681	0.526273104	0.062418786	0.114049303	0.059675233	0.134481092	0.107748876	0.019892267	0.046094458	0.029893662	0.226724029	0.013445461	0.197558952	0.088105133	0.391043138	0.104835489	0.001369932	0.028442701	0.126518504	0	0.144479733	0.033692142	0.024590079	0.392217017	0.06029831	0.017296247	0.016797512	0.005606664	0.017459673	0	0.300416032	0.272440622	0.116721214	0.213419264
1000000055	ACTIVATED_MAST_CELL	0	0.003268403	0	0	0.006300802	0	0.037328878	0.007306559	0	0	0	0.075977405	0	0	0	0	0.039492422	0	0.024875421	0.007781157	0	0	0.020279264	0	0	0	0	0	0.024073851	0	0	0	0	0	0	0	0	0	0	0.011327271	0	0	0.047315137	0	0.015968484	0.035628107	0.033009005	0	0	0	0	0	0	0	0	0.018303487	0	0	0.026399209	0.00955976	0	0.012219187	0.002397422	0	0.045414684	0	0	0	0	0.023736482	0.022793533	0	0.044084452	0	0.019737734	0.017539229	0.001773618	0.000366898	0.021185232	0.011996295	0	0	0	0	0.032773905	0.053438175	0	0	0.017793268	0.009956496	0.010298381	0	0	0	0	0	0	0.043613663	0.001041688	0.040401292	0	0	0	0	0	0.051567245	0.001409279	0	0	0	0	0	0	0	0	0	0	0	0.046232034	0.008685023	0	0	0	0.01402785	0	0	0	0.010467203	0.026766358	0	0	0	0	0	0.020891607	0	0.002425798	0	0.036964218	0.004402897	0	0	0	0	0	0	0.002116245	0	0.078432504	0	0.004880753	0	0	0	0	0	0	0	0	0	0.000321372	0	0	0	0.012474841	0.003063273	0	0.011182219	0	0.009190101	0.008555757	0	0	0	0.01169574	0	0	0	0
6	EOSINOPHIL	0	0.006705534	0.032244958	0	0.246213838	0.009403449	0.058307019	0.008411427	0.351771503	0.08152958	0.000200089	0.081396517	0.020160043	0.042504311	0.000913917	0.060291626	0.031095956	0.008727607	0.00381144	0	0.037600788	0.070334525	0.1213256	0.01943505	0.014228164	0	0.099036397	0.061669892	0	0.031205554	0.047976016	0.093673925	0.032792269	0.018699296	0.042923893	0.196908357	0.105376105	0.0344545	0.136375746	0.007194787	0.103828425	0.006190654	0.05089673	0.150300563	0.029456735	0.025516599	0.023532181	0.004492428	0.017155933	0.014914651	0.085669218	0	0.111149816	0.007642259	0.006483293	0.064847855	0.12492442	0.101569988	0.038161897	0.069231265	0.055563533	0	0.020222138	0	0.009553662	0	0.008582251	0.189274057	0.047696436	0.063180208	0	0	0.041222259	0.005685537	0.038766033	0.184233897	0.052558251	0	0.269175891	0	0.077013035	0	0.012725328	0.194398073	0.108317409	0.071912405	0.060379598	0.008702189	0.023413229	0	0.014249602	0.019248395	0.023679494	0.010745381	0.016942394	0	0.008191187	0.028957363	0.06557408	0.122100975	0.013785844	0.067177822	0.008748453	0.060011666	0.008290706	0	0.038515214	0.009171849	0.052008274	0.024782849	0.050227007	0.022414424	0.021725237	0.048440579	0	0.009323826	0.024118785	0.001280387	0.041473933	0.152630244	0.174556622	0.010653124	0	0.027048744	0.011105055	0.144598398	0	0.021754593	0	0.14424596	0.160226044	0.015422134	0.064349343	0.047905716	0.067595039	0.101794676	0.001530179	0.025904606	0.179770443	0.003137971	0.093317379	0.144100486	0.034959819	0.014752589	0.009970528	0	0.038071094	0.143441827	0.181458447	0.053835717	0.002920297	0.04177368	0	0.037422884	0.001673871	0.133867658	0	0.127993405	0.025127434	0.039789864	0	0.001629898	0.025981701	0.096251312	0.016935478	0.005765836	0.023361098	0.086204701	0	0.042840099	0.03493199	0.068153383	0.072378585	0.005194151	0.000266005	0.040508584	0.30416315	0.010386402	0.266193814
15	NEUTROPHIL	0	0	0	0	0.029939777	0	0	0	0.003841582	0	0	0	0	0	0	0.007753427	0	0.003927627	0	0.014483804	0	0	0	0.04182447	0	0	0.010963342	0.007986101	0	0	0	0.112877414	0	0	0.019178754	0	0.060732933	0	0.005363867	0	0.044040952	0	0.001756602	0	0	0	0	0.017701008	0.004358615	0	0.0326066	0.031005683	0	0	0	0	0	0.002641496	0	0.017155052	0.002613072	0	0	0	0	0	0	0	0	0	0	0	0.002746138	0	0	0.005204242	0.000678945	0.019383259	0	0	0	0	0	0	0	0	0	0.015947389	0	0	0	0	0.04001816	0	0	0	0	0.001966474	0	0	0	0	0	0.006986401	0	0.009368538	0	0	0	0.001326941	0	0	0	0	0	0	0.016207262	0	0	0	0	0.051627621	0	0	0	0	0	0.069197494	0	0	0.007409354	0	0	0	0	0.001923807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013535935	0	0	0.001000066	0	0.011487057	0	0.006781525	0	0	0	0	0	0	0	0.02141075	0	0	0	0.023790347	0	0	0
