UNIQUE_CELL_ID	UNIQUE_CELL_NAME	TCGA-KL-8344-01	TCGA-KL-8329-01	TCGA-KL-8335-01	TCGA-KL-8343-01	TCGA-KN-8434-01	TCGA-KO-8410-01	TCGA-KO-8407-01	TCGA-KO-8416-01	TCGA-KL-8324-01	TCGA-KN-8429-01	TCGA-KO-8413-01	TCGA-KL-8331-01	TCGA-KL-8339-01	TCGA-KM-8438-01	TCGA-KN-8418-01	TCGA-KM-8439-01	TCGA-KO-8403-01	TCGA-KL-8346-01	TCGA-KL-8336-01	TCGA-KN-8431-01	TCGA-KO-8405-01	TCGA-KL-8330-01	TCGA-KO-8406-01	TCGA-KO-8414-01	TCGA-KO-8415-01	TCGA-KN-8433-01	TCGA-KL-8338-01	TCGA-KM-8443-01	TCGA-KM-8476-01	TCGA-KL-8337-01	TCGA-KN-8424-01	TCGA-KN-8426-01	TCGA-KL-8345-01	TCGA-KN-8432-01	TCGA-KO-8404-01	TCGA-KM-8442-01	TCGA-KL-8328-01	TCGA-KN-8425-01	TCGA-KN-8419-11	TCGA-KN-8427-11	TCGA-KL-8339-11	TCGA-KN-8429-11	TCGA-KL-8336-11	TCGA-KL-8332-11	TCGA-KN-8422-11	TCGA-KN-8425-11	TCGA-KN-8432-11	TCGA-KN-8433-11	TCGA-KN-8434-11	TCGA-KN-8436-11	TCGA-KN-8426-11	TCGA-KN-8435-11	TCGA-KN-8437-11	TCGA-KN-8428-11	TCGA-KN-8422-01	TCGA-KO-8409-01	TCGA-KN-8427-01	TCGA-KL-8325-01	TCGA-KL-8326-01	TCGA-KL-8334-01	TCGA-KL-8341-01	TCGA-KM-8441-01	TCGA-KM-8477-01	TCGA-KM-8639-01	TCGA-KN-8428-01	TCGA-KN-8419-01	TCGA-KN-8436-01	TCGA-KO-8408-01	TCGA-KL-8326-11	TCGA-KN-8431-11	TCGA-KN-8424-11	TCGA-KL-8324-11	TCGA-KN-8423-11	TCGA-KN-8430-11	TCGA-KO-8403-11	TCGA-KO-8415-11	TCGA-KL-8329-11	TCGA-KN-8435-01	TCGA-KL-8342-01	TCGA-KL-8333-01	TCGA-KN-8421-01	TCGA-KO-8417-01	TCGA-KL-8327-01	TCGA-KM-8440-01	TCGA-KN-8430-01	TCGA-KL-8323-01	TCGA-KL-8332-01	TCGA-KN-8423-01	TCGA-KN-8437-01	TCGA-KL-8340-01	TCGA-KO-8411-01
1000000046	RESTING_NATURAL_KILLER_CELL	0.07560501	0	0.089572324	0	0.002887552	0	0	0.021157808	0.081919361	0.0469298	0.002316974	0.056271052	0	0.012227209	0	0.001001531	0	0.109830973	0	0.081661822	0.006154699	0.106563978	0.03272981	0.154804734	0	0.027923605	0	0.102442291	0.07030785	0	0.019087861	0.102268053	0.012848804	0.082946798	0.015444101	0	0	0.021280775	0.013818394	0	0	0	0	0.024236652	0	0	0	0	0	0	0	0	0	0	0.176547906	0.072603138	0	0.035512471	0.163607741	0	0.061480054	0	0	0.010153672	0.006846692	0	0	0.038157905	0	0	0	0	0	0	0.072021782	0	0	0.007663944	0.041709551	0	0.046637492	0.143854756	0	0.061287958	0	0.054382599	0.050219753	0.013770919	0.057598818	0.048635871	0.051034333
1000000047	ACTIVATED_NATURAL_KILLER_CELL	0	0.070669842	0	0.015680031	0.079235228	0.035624842	0.066567668	0.067482464	0.053737881	0.114881303	0.044690274	0.035330455	0.02512468	0.078300783	0.127088858	0.04716067	0.068781825	0	0.064776218	0.055731136	0.025672502	0.013348085	0	0.123698311	0.097745868	0.028999213	0.117485175	0.040969431	0.008022816	0.022400036	0.037496821	0.00366258	0	0.166557131	0	0.050077822	0.13013356	0.020633835	0.019396016	0.109806442	0.039976988	0.02759109	0.082243706	0	0.042286202	0.100206563	0.088219377	0.026429618	0.074612596	0.080216894	0.05755293	0.041370203	0.068814122	0.071239268	0	0.095064345	0.01773538	0.026000724	0.02112056	0.080725591	0.030773109	0.035298649	0.151887432	0.016699428	0	0.035396133	0.131129739	0	0.075425613	0.046049914	0.070851008	0.012715951	0.07315143	0.195218273	0	0.069361246	0.060438153	0	0.055364733	0.053235551	0.289793722	0	0.101029256	0.058145612	0.074219146	0.073676475	0.017378362	0.029956871	0	0.113304992	0.007197123
13	MONOCYTE	0.139703393	0.051039766	0.059877723	0.044026068	0.051728059	0.019503314	0.099812865	0.053228016	0.090922687	0.013255077	0.093224176	0.031624983	0.117048763	0.084297164	0.029664375	0.221278488	0.055280688	0.125790783	0.048153231	0.108624813	0.049367926	0.082472979	0.11729464	0.111456409	0.046954151	0.022945861	0.052648269	0.051463315	0.037726595	0.180902269	0.031904068	0.018574142	0.104321998	0.132464712	0.021656832	0.073379328	0.013828011	0	0.191575189	0.275316882	0.146967909	0.260141121	0.140237647	0.167311462	0.042119723	0.087694657	0.239361617	0.096869767	0.099073335	0.104639208	0.065359498	0.076364922	0.043196388	0.040953807	0.035007597	0.228717421	0.012875565	0.094326932	0.078287809	0.037690585	0.0151881	0.097750965	0.075663975	0.054075842	0.043243672	0.096870181	0.015204013	0.165007664	0.032134145	0.128655168	0.022696566	0.059220322	0.099194255	0.087632723	0.124731403	0.045442832	0.096070034	0.078975627	0.028107248	0.061327879	0.017498866	0.098166126	0.070788843	0.153405031	0.056226083	0.029415831	0.069289645	0.093135188	0.216387246	0.031820123	0.142879263
9	M0_MACROPHAGE	0	0.002245667	0.05914846	0.138397949	0	0.016030747	0	0.148482142	0	0.000526766	0	0.082195461	0.099582405	0	0.029135816	0	0.039926473	0.076962131	0.021359619	0	0.015958906	0	0.11750154	0	0.00248163	0	0.036401379	0.219768842	0.018382572	0.100248282	0.098814496	0	0.091547323	0.032166194	0.175756161	0.060235353	0.083627957	0.007814031	0	0	0	0	0	0.038800389	0	0.003384372	0	0	0	0	0	0	0	0	0	0	0.014997473	0.030377457	0	0	0.000717545	0	0.021795352	0	0.058444241	0	0	0.033813544	0.013487753	0.072865986	0	0	0	0	0.020116522	0	0	0.196620404	0.018539678	0.039015234	0.090361486	0	0.18446808	0	0.032384606	0	0	0	0	0	0.027337081
10	M1_MACROPHAGE	0	0.027715531	0.010864273	0.021479528	0.033040822	0.031341775	0.059769216	0.000809682	0.004998151	0.029800427	0.043571299	0.005381339	0.00497247	0.021573244	0.000762104	0.014739411	0.050805509	0	0.042271175	0.016606943	0.019610149	0.002511202	0.004351515	0.042377071	0.092803966	0.030669513	0.036371612	0.017689403	0	0.009834005	0.047045948	0.036653392	0.01576386	0.064789456	0.003024474	0.025168168	0.011457762	0.033675808	0.004913953	0.016170993	0.059005701	0.022219904	0.050539412	0.022709715	0.024204266	0.020007522	0.041554629	0.021285927	0.046872493	0.00466129	0.004701687	0.038523171	0.004648807	0.039626564	0.016035367	0.004705273	0.018441561	0.028986311	0.031636444	0.045947592	0	0.034565651	0.034901501	0.021162001	0.106564268	0.049003491	0.105479997	0.114506498	0.020107099	0.006310627	0	0.045974486	0.006872548	0	0.019689942	0.057234749	0.016017205	0.005746364	0.054827977	0.033468753	0.005240333	0.012127846	0.021588928	0.017917998	0.062513902	0	0.075024748	0.022711253	0	0.013187043	0.038903267
11	M2_MACROPHAGE	0.371540097	0.372139877	0.1509919	0.181464831	0.538482585	0.497279143	0.345076798	0.398579246	0.344999813	0.433141427	0.467326719	0.41916938	0.159926338	0.295673928	0.29828922	0.410502478	0.518942339	0.017626271	0.337365419	0.408322521	0.638260868	0.353848248	0.191093468	0.175808514	0.490888789	0.552632002	0.17541272	0.181549747	0.465644404	0.015251125	0.452083478	0.447905489	0.242602145	0.131521701	0.641250495	0.294702237	0.246484822	0.690690628	0.281361228	0.179206525	0.300311858	0.152961238	0.374676566	0.145408288	0.373537152	0.099162708	0.238275163	0.349278976	0.308380959	0.300159532	0.40508756	0.201151921	0.202199422	0.193073566	0.328376175	0.30015946	0.289406143	0.157339101	0.147125007	0.442897831	0.238955181	0.366857983	0.431488079	0.347694625	0.057501021	0.314956655	0.180400805	0.307231986	0.048000262	0.054060264	0.472194104	0.148850452	0.341696411	0.219109734	0.130610494	0.376712517	0.270944133	0.071515692	0.41510299	0.271798739	0.017539512	0.348902572	0.205859429	0.352443195	0.363221226	0.328702288	0.450629135	0.417259547	0.474203825	0.398232936	0.314719474
1000000043	RESTING_DENDRITIC_CELL	0	0.006298635	0	0	0	0	0.021657091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00210875	0	0.000483264	0.008653239	0.004649977	0.016090331	0.005769929	0	0	0	0	0	0.03241142	0	0.030946724	0	0.011330687	0	0	0	0	0	0	0	0	0	0	0	0.01404345	0	0	0	0	0	0	0	0	0.017601427	0.003035084	0.000756389	0	0	0.001134403
1000000044	ACTIVATED_DENDRITIC_CELL	0	0	0.002800994	0	0	0	0	0.02238704	0.045649572	0.052537233	0	0	0.14704874	0.070585216	0.074980608	0.001961809	0	0	0	0.009560302	0	0.096084228	0	0.003360292	0.016972998	0	0.0000832	0.012128258	0	0.065931309	0.03802472	0.020722321	0	0	0	0	0.053058868	0	0.035787519	0	0	0.021944534	0	0	0	0.001704937	0.007523187	0.000728813	0	0	0.011688336	0	0.001673378	0	0.009675318	0.062758588	0	0.022114031	0.009984947	0	0.183722113	0	0.008687873	0	0	0.021271227	0.042977651	0.003418614	0	0.00719211	0.012699395	0	0.001808146	0.022264905	0	0	0.004078751	0	0	0	0.015083943	0.011280093	0	0.003941432	0	0.150824369	0	0	0.036518686	0.006221368	0
1000000054	RESTING_MAST_CELL	0.172002785	0.14845529	0.251432669	0.352928976	0.105618297	0.027775763	0.141703499	0.083012549	0.011603682	0.075479705	0.070076	0.137924272	0.144208302	0.04548998	0.078458504	0.055285315	0.061377997	0.165179065	0.126495716	0.00229511	0.009888318	0.028265143	0.167866613	0.16668152	0.069439625	0.054631466	0.179244959	0.060416126	0.142559308	0.092856481	0.113345926	0.01796177	0.233600406	0.17544407	0.060562071	0.063992142	0.10383699	0.037429321	0	0.062037317	0.049163486	0	0	0.243586966	0	0.130062889	0.048319426	0.030797838	0.058518431	0.030713034	0.052027932	0.087904762	0.103630107	0.083077776	0.181270815	0.054016304	0.016658319	0.243428496	0	0.096623471	0.084292314	0	0.06682163	0.242630246	0.093145582	0	0.085226304	0.088271598	0	0.228680837	0	0.13183817	0.043678959	0	0.066442015	0.068859515	0.082612092	0.262168047	0.052861674	0	0.237841686	0.141486981	0.092515842	0.08719203	0.017428752	0.08918305	0.04992167	0.018806462	0.023401245	0.166509383	0.208901558
1000000055	ACTIVATED_MAST_CELL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009468977	0	0	0.05092865	0.053014521	0	0.04590448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.234219702	0	0.00843923	0	0.055249297	0	0	0	0	0.028185621	0	0	0.066231892	0	0	0	0	0	0.104422201	0	0	0	0	0	0	0	0	0	0	0
6	EOSINOPHIL	0	0	0	0.000820497	0	0	0	0	0	0	0	0	0.01005927	0	0	0	0	0	0.005127703	0	0	0	0	0	0	0	0.003219375	0	0	0.006229734	0	0	0.028849705	0.009040421	0	0.002784391	0	0	0	0	0	0.047693806	0	0	0	0	0.01021804	0	0	0	0	0	0	0	0	0	0	0.006807088	0.006523365	0	0.04305067	0	0.015136388	0	0.000933215	0.030084047	0	0	0	0.001751353	0	0	0	0	0.011454441	0	0	0.004344062	0	0	0	0	0.006890445	0.001962687	0	0	0	0	0	0	0
15	NEUTROPHIL	0	0	0	0	0.002923173	0	0	0	0	0	0.009494122	0	0	0	0	0.006273172	0	0	0.006526379	0	0	0	0	0	0	0.00015391	0	0	0	0	0.009509078	0.003220152	0	0	0	0	0.001971304	0	0.013234229	0.011585056	0.009035336	0.015426322	0.00158215	0.053603052	0	0	0	0.020475335	0	0.006597714	0.023834962	0	0.003096169	0	0	0	0.076271508	0	0	0.004468636	0.013837318	0	0.001636595	0.002006214	0	0.008914394	0	0	0	0	0	0	0.003228061	0	0	0	0.005514786	0	0	0.008566037	0	0	0	0	0.003533316	0.013360381	0	0	0.019433198	0.000134688	0
