UNIQUE_CELL_ID	UNIQUE_CELL_NAME	TCGA-32-1970-01	TCGA-28-5218-01	TCGA-19-2619-01	TCGA-32-2634-01	TCGA-06-5415-01	TCGA-26-5134-01	TCGA-32-1982-01	TCGA-19-2620-01	TCGA-32-2638-01	TCGA-06-5416-01	TCGA-26-5135-01	TCGA-12-1597-01	TCGA-19-2624-01	TCGA-41-2571-01	TCGA-06-5417-01	TCGA-26-5136-01	TCGA-28-5216-01	TCGA-76-4929-01	TCGA-06-5413-01	TCGA-28-2510-01	TCGA-26-5139-01	TCGA-06-5418-01	TCGA-12-5299-01	TCGA-32-4213-01	TCGA-28-2499-01	TCGA-12-3652-01	TCGA-19-2629-01	TCGA-41-2572-01	TCGA-12-5295-01	TCGA-28-2509-01	TCGA-12-3653-01	TCGA-32-2615-01	TCGA-41-3915-01	TCGA-26-5133-01	TCGA-28-2513-01	TCGA-19-1390-01	TCGA-32-2616-01	TCGA-41-4097-01	TCGA-26-5132-01	TCGA-28-2514-01	TCGA-19-1787-01	TCGA-32-2632-01	TCGA-06-5414-01	TCGA-06-0190-02	TCGA-76-4927-01	TCGA-06-5411-01	TCGA-19-5960-01	TCGA-28-5215-01	TCGA-76-4928-01	TCGA-06-5412-01	TCGA-26-1442-01	TCGA-06-0211-02	TCGA-06-0125-02	TCGA-06-0221-02	TCGA-28-5213-01	TCGA-06-0152-02	TCGA-06-0171-02	TCGA-06-0210-02	TCGA-14-0736-02	TCGA-19-0957-02	TCGA-19-1389-02	TCGA-14-1034-02	TCGA-14-1402-02	TCGA-19-4065-02	TCGA-06-5859-01	TCGA-06-5856-01	TCGA-32-1980-01	TCGA-28-5204-01	TCGA-28-5220-01	TCGA-76-4932-01	TCGA-06-5858-01	TCGA-41-5651-01	TCGA-28-5207-01	TCGA-32-5222-01	TCGA-06-1804-01	TCGA-76-4931-01	TCGA-28-5208-01	TCGA-76-4925-01	TCGA-06-5408-01	TCGA-14-0781-01	TCGA-19-4065-01	TCGA-28-5209-01	TCGA-76-4926-01	TCGA-06-5410-01	TCGA-15-1444-01	TCGA-06-0139-01	TCGA-06-0747-01	TCGA-06-0129-01	TCGA-06-0157-01	TCGA-06-0190-01	TCGA-12-0618-01	TCGA-06-0749-01	TCGA-06-0130-01	TCGA-06-0158-01	TCGA-12-0619-01	TCGA-06-0750-01	TCGA-12-0616-01	TCGA-06-0168-01	TCGA-06-0210-01	TCGA-06-0238-01	TCGA-06-0649-01	TCGA-15-0742-01	TCGA-06-0141-01	TCGA-06-0644-01	TCGA-06-0686-01	TCGA-06-0878-01	TCGA-06-2557-01	TCGA-06-0646-01	TCGA-02-0047-01	TCGA-06-0132-01	TCGA-06-0174-01	TCGA-06-0211-01	TCGA-06-0645-01	TCGA-06-0743-01	TCGA-02-0055-01	TCGA-06-0138-01	TCGA-06-0178-01	TCGA-06-0211-01	TCGA-19-2625-01	TCGA-06-0744-01	TCGA-06-0125-01	TCGA-06-0156-01	TCGA-06-0184-01	TCGA-08-0386-01	TCGA-06-0745-01	TCGA-06-0156-01	TCGA-06-0187-01	TCGA-06-0219-01	TCGA-06-2564-01	TCGA-27-2526-01	TCGA-14-0817-01	TCGA-14-1823-01	TCGA-02-2483-01	TCGA-06-2563-01	TCGA-27-1831-01	TCGA-27-2528-01	TCGA-14-0871-01	TCGA-14-1825-01	TCGA-02-2485-01	TCGA-27-2519-01	TCGA-27-1835-01	TCGA-28-1747-01	TCGA-16-0846-01	TCGA-14-1829-01	TCGA-02-2486-01	TCGA-06-2565-01	TCGA-27-1837-01	TCGA-28-1753-01	TCGA-12-3650-01	TCGA-06-2562-01	TCGA-06-2567-01	TCGA-06-0882-01	TCGA-14-1034-01	TCGA-06-2558-01	TCGA-06-2569-01	TCGA-27-2521-01	TCGA-12-0821-01	TCGA-27-1830-01	TCGA-06-2559-01	TCGA-06-2570-01	TCGA-14-0787-01	TCGA-27-1832-01	TCGA-06-2561-01	TCGA-14-0790-01	TCGA-27-2524-01	TCGA-14-0789-01	TCGA-16-1045-01	TCGA-27-1834-01	TCGA-14-2554-01	TCGA-27-2523-01	TCGA-06-0681-11	TCGA-06-0675-11	TCGA-06-0680-11	TCGA-06-AABW-11	TCGA-06-0678-11
1000000046	RESTING_NATURAL_KILLER_CELL	0.060619074	0.015618148	0.166905149	0.010077044	0.014167245	0.072373438	0	0.001585916	0.008473339	0	0.085672191	0	0.175441113	0	0.014422374	0.034816106	0.101580052	0.054842273	0.062897125	0.081090537	0.110760617	0.060289284	0.080365751	0.006630572	0.047685823	0	0.014412415	0.053617524	0	0.048971893	0	0.107099999	0.081349075	0.02477599	0	0.163710428	0.029126425	0.077656407	0.112855369	0.131743823	0	0	0.097369693	0.039862211	0.098672688	0.039260753	0	0	0.059421275	0.018582231	0.095123758	0.074240239	0.095978272	0.055512261	0.075305933	0	0	0.048318073	0.008331487	0.072978094	0	0	0	0.00807582	0	0.021821838	0.002179698	0.029780676	0.000329505	0	0	0.022336867	0	0	0.054832031	0.111707813	0	0.062944152	0	0.065942655	0	0	0.072203896	0.059728217	0	0.000228682	0.105014951	0	0.032147185	0	0.103295368	0.004211139	0	0.045043764	0.044781135	0.086586029	0.018144974	0.042504883	0.064801636	0	0	0.139021291	0.063074038	0	0.084636793	0.073379522	0	0	0.051551929	0.026920758	0	0.046038137	0.071025169	0.005683183	0	0	0	0.033747446	0.209738843	0.080911975	0.013759071	0.066256018	0	0.111716288	0	0.083506635	0.093034568	0.066074291	0.084250414	0.016362522	0	0.080273826	0	0	0	0.048204913	0	0.074501835	0	0.00232866	0	0.020500637	0	0.049146682	0.034974447	0	0.146964086	0.007480291	0.045704099	0.088460399	0	0.063632503	0	0.009221946	0.062778145	0.002190882	0.082357009	0	0.068215029	0.031059558	0.003821046	0.0556356	0.035212302	0	0.042640064	0.140407236	0.051039068	0	0.106217791	0	0	0	0	0.015207292	0
1000000047	ACTIVATED_NATURAL_KILLER_CELL	0	0	0.00070927	0.028975021	0.006980288	0	0.059925114	0.101434427	0.022866375	0.029591792	0.019875032	0.043772268	0.013363461	0.033272124	0.026993158	0.004908441	0.008355589	0.029435911	0	0.002560327	0	0.021864665	0.012107481	0.035402171	0.018464389	0.015089564	0.005792372	0.001915574	0	0	0.021836327	0	0	0.024594191	0.024872826	0.023037246	0.01797442	0	0	0	0	0.020773879	0	0	0	0.000506228	0.083593658	0.028202253	0	0.016490438	0	0	0.007082139	0	0	0.040338813	0.017592981	0	0	0.049057775	0	0.052270092	0.022399943	0.035077018	0.058739875	0	0.063011807	0	0.043273916	0.02213612	0.025306861	0	0.071891123	0.050283175	0.001422961	0	0.045827083	0	0.024668486	0	0.013454433	0.005338175	0	0	0.035516831	0.014535332	0.016470381	0.022360036	0	0.027775671	0	0.068504797	0.058040618	0	0	0.042854732	0	0	0	0.074545238	0.019786414	0	0	0	0.010069887	0	0.039315807	0.041199921	0.000868253	0	0.006531314	0.010165687	0.014632412	0.02812757	0.033079218	0.034874947	0.035169031	0.009475992	0.044070091	0.004408365	0.000290715	0	0.063362941	0	0.023319919	0	0	0.082462715	0.002674068	0.04595144	0.039446324	0.003024454	0.038156804	0.017013388	0.069214092	0.021052618	0.039902558	0.013648241	0.105907042	0.039026424	0.061810401	0.052809194	0.011499683	0	0	0.009574141	0.053834127	0.013169514	0	0	0.059685427	0.002728696	0	0	0.020598964	0	0	0.047336938	0.019883414	0.010472805	0.003575879	0.025305705	0	0.049491756	0	0	0	0.021117587	0.009586545	0.011685676	0.096218831	0.050913569	0.06442202	0.013367971	0.058235612
13	MONOCYTE	0.058643548	0.021761933	0.098069387	0	0.031534026	0.017906778	0.029390907	0.096817002	0.007499071	0	0.042491595	0.116344887	0.093720855	0.065841582	0.049054063	0.18450208	0.164541878	0.035355277	0.033456041	0.121455408	0.029685736	0.178481544	0.098372205	0.061762853	0.030416262	0	0.129216222	0.048203291	0.039094044	0.255831947	0.057136815	0.113709062	0.175371844	0.071977104	0.128916235	0.088312208	0.02497018	0.050991857	0.030563626	0.098222087	0	0.060988584	0.041854241	0.005436337	0.066224154	0.246437043	0.032024017	0.156878892	0.134047033	0.15557722	0.037470072	0.118719778	0.122666357	0.073216722	0.167601601	0.022489275	0.147234944	0.102317842	0.102917386	0.047614608	0.112955962	0.107739291	0.154295321	0.026873102	0.063977221	0.116541559	0.030064357	0.049498737	0.160036387	0.05601103	0.106032719	0.049112147	0.082841242	0.172370025	0.097264823	0.030910659	0.004850527	0.070417821	0.07894187	0.152373672	0.139167802	0	0.073087602	0.096185262	0.187915667	0.077783763	0.168104745	0.047920911	0.111070829	0.077039569	0.097718453	0.072585971	0.085214199	0.021565699	0.074573958	0.114371114	0.04274448	0.089033244	0.124901127	0.025642886	0.179025613	0.134846649	0.081889386	0.031571033	0.019126255	0	0.077089999	0.102455426	0.003504905	0.15728286	0	0.019974277	0.206555829	0.103794679	0.181828388	0.118326063	0.057663521	0.009207617	0.116400041	0.055605095	0	0.038148423	0.146041688	0.020616144	0.045632134	0.09548057	0.104196035	0.102805732	0.033448275	0.053211343	0.160763902	0.163936377	0.129644952	0.008345209	0.211286379	0.024116388	0.082343374	0.05921258	0.073433065	0.099481283	0	0.059726387	0.136812154	0.276399789	0.132906125	0.03651472	0.049383535	0	0.010781887	0.031130421	0.159177784	0.142788194	0.248677452	0.112786468	0.054232198	0.098963468	0.003115965	0.058400413	0.118384706	0.108323186	0.037831964	0.175678525	0.175802503	0.008314713	0	0.035506711	0.017545107	0.143855556	0.168382803	0	0.154445125	0.066126541	0.221358058	0.279262276	0.193784975
9	M0_MACROPHAGE	0	0.157992976	0.076630639	0.018400607	0	0.252906603	0	0	0	0.288255627	0.142385282	0	0.017201613	0	0	0	0	0.043330577	0	0	0.043696	0	0	0.000665359	0	0.079898275	0	0	0	0	0	0	0	0	0	0	0.105952191	0	0	0.061073962	0.040629662	0	0.020719595	0	0	0	0	0	0	0	0	0.064334081	0	0	0	0.226077454	0	0	0	0	0.039616453	0.023895722	0	0.102163632	0	0	0.015440549	0	0	0	0	0.162231466	0	0	0	0.178500932	0	0.261107014	0	0	0	0.43748105	0	0	0	0.154817019	0	0	0	0.062215944	0	0.011355275	0	0.109617	0	0	0	0	0	0	0	0	0.072978898	0.085240059	0.199151513	0.289494538	0	0	0.306603175	0	0.350368684	0.311518248	0	0.05830611	0.092123794	0.015325824	0	0.098088849	0.009145769	0	0.354498299	0	0	0.080254331	0.037421644	0	0	0	0	0	0	0	0	0.00617835	0	0.34130452	0.117364831	0	0.006171912	0	0.05771963	0	0	0	0	0	0.030081694	0.317052837	0.02876219	0.079050179	0	0	0	0.037514252	0.137792738	0.041596696	0.364468963	0	0.09969287	0	0	0	0	0	0.357312213	0.084811844	0	0	0	0.296184317	0.012125232	0	0	0	0.033457483
10	M1_MACROPHAGE	0.012101492	0.02072773	0	0.002671267	0.019458357	0	0.012363426	0	0.077699075	0.016587742	0	0.007227077	0.001756358	0.00235013	0	0.017313543	0	0.001185686	0.004594607	0	0.007263879	0	0.031560739	0.055737269	0.010000424	0.017623591	0.021088666	0.07892525	0.021283677	0	0.04185034	0.006396072	0.000990362	0	0.064009739	0	0.003316563	0.00475037	0	0.02099704	0.013872497	0.017012855	0.013381783	0.005883193	0.008331576	0.009557121	0.009527879	0.019393366	0	0.000951329	0.006081675	0.010794279	0	0.020587627	0.002784122	0.109268456	0.004156291	0.00489675	0.054438324	0	0	0.007017426	0.02344317	0.009191698	0.014809026	0.006327271	0.015930807	0.028706679	0.028130722	0	0.010974781	0	0.018801784	0.031740212	0.038140875	0.004006761	0.007321645	0.004284131	0.01442272	0	0.012971605	0.019606695	0.0154457	0.002360867	0.010857425	0.038386618	0.001443337	0.008392698	0.034230675	0.006558189	0	0.000339967	0.104505412	0.004455114	0.004263332	0.013652124	0.02789827	0.007559881	0	0.005818653	0.000726691	0	0.003819208	0.009079856	0.003688603	0.003871639	0.034135631	0.013420049	0.005361258	0.01983374	0.000269572	0.000853625	0.005673486	0.025050667	0.000653278	0.024291195	0.018560511	0.015639821	0.012083579	0.016515364	0.004789242	0.012356985	0.000803125	0.002899447	0.009127424	0.012112828	0.005031209	0.010254522	0	0.023440131	0.024024498	0.00260008	0.006071449	0.012587629	0.028770604	0	0	0	0.074522775	0.010974542	0.016086686	0.022003214	0.082636925	0.005341192	0.007135385	0.016487058	0.051370065	0.007252116	0.002029069	0	0.017483425	0.002520434	0	0	0	0	0	0.001856067	0.009328052	0.01274744	0.030518812	0.018430631	0.000305025	0.066446848	0.003577945	0.003465598	0.00081509	0.021893422	0.000596307	0	0.004438565	0.009886381	0	0	0.007380809
11	M2_MACROPHAGE	0.383612322	0.437185371	0.343091937	0.725205339	0.516670942	0.345075424	0.560020112	0.481642351	0.676428319	0.359027854	0.414697673	0.659066858	0.305510375	0.525575758	0.559951401	0.523520732	0.36007943	0.592577861	0.636381136	0.385291694	0.428095737	0.539587272	0.441940879	0.568651953	0.55720652	0.553463983	0.678474196	0.620041962	0.65302984	0.386315015	0.474900527	0.400406848	0.484588679	0.501974565	0.503995622	0.39310442	0.515183321	0.558770341	0.533957063	0.265457013	0.659314153	0.628609862	0.517771336	0.709768103	0.544578895	0.529413968	0.480117208	0.429039179	0.444599011	0.533977403	0.582274593	0.425657095	0.405445785	0.385992655	0.428872071	0.269446411	0.595017516	0.613713261	0.426931994	0.445822635	0.684004817	0.312735559	0.425777208	0.625344652	0.602077047	0.756200761	0.560743287	0.52559633	0.427726926	0.723217544	0.737757627	0.274938051	0.592765947	0.509792608	0.410831769	0.377379556	0.613308064	0.364865336	0.655196261	0.54159646	0.608546134	0.339519598	0.478028215	0.674913665	0.589306853	0.561649299	0.283085494	0.773305651	0.641571385	0.411501922	0.373258676	0.540659134	0.529451014	0.595772544	0.624510373	0.376300352	0.584172571	0.544086386	0.489647544	0.506294059	0.559740155	0.370449212	0.59152189	0.565924415	0.423071137	0.391885025	0.63176592	0.491456019	0.425598039	0.585458411	0.534759638	0.452721251	0.309484665	0.559360118	0.461887394	0.49426912	0.653729402	0.719582281	0.240962462	0.507111067	0.313120661	0.465042561	0.611145403	0.470601423	0.629949748	0.51468789	0.368164203	0.35805478	0.610370539	0.450619065	0.545603887	0.426765634	0.632608144	0.660746437	0.467821981	0.431969912	0.244703371	0.432210172	0.342673031	0.483127229	0.394221445	0.558107725	0.47802972	0.489486913	0.543045724	0.590946811	0.248930814	0.536709096	0.599541154	0.508971976	0.559573587	0.56761627	0.474043431	0.59908992	0.395208313	0.489965975	0.394755236	0.473667821	0.388327052	0.707329417	0.53761938	0.433583302	0.518509841	0.386536348	0.304932244	0.359402704	0.725275626	0.630975305	0.339563193	0.549321525	0.1396054	0.343447579	0.318386294	0.401704717	0.122300649
1000000043	RESTING_DENDRITIC_CELL	0	0	0	0	0	0	0	0	0.005472316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024115803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003119603	0	0	0.003736021	0	0	0	0	0	0	0.002083289	0	0.009310102	0	0	0.014904178	0	0	0	0.002090259	0	0	0.003128924	0.012947424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000463108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004571851	0.001798285	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000383322	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1000000044	ACTIVATED_DENDRITIC_CELL	0.004675928	0	0	0	0	0.005552781	0	0.004853939	0	0	0.002118388	0	0.001813921	0	0.002597246	0	0	0	0	0.005254061	0.000355447	0.001117491	0.014428384	0	0.001822184	0	0.000769148	0	0	0.002634401	0.00032644	0.006744219	0	0	0.004527263	0.006594114	0	0	0	0	0.006328076	0	0	0.003132496	0	0	0.001615469	0	0.000298065	0.003032162	0	0	0	0	0.003897409	0	0.000167488	0.001445916	0	0	0	0	0	0	0	0	0	0.001832822	0	0	0	0.002925467	0	0	0	0	0	0	0.000614672	0.006933708	0	0	0.003983686	0	0	0	0.008185962	0	0	0	0	0	0	0	0.005483965	0	0	0	0.001633644	0	0	0	0	0	0	0	0	0	0	0	0.004394257	0	0.002284042	0	0.003796788	0	0	0	0	0	0	0.000141736	0	0	0	0	0.002072849	0.002545377	0	0.012340785	0	0.002967841	0	0.015711152	0.002221753	0	0.002932681	0	0	0	0.00406343	0.008217623	0	0.009040158	0.007999784	0	0	0	0	0.005093001	0	0.00301396	0	0	0.020954555	0	0	0.000322082	0	0	0	0	0	0	0	0	0	0	0.007450621	0.01725861	0	0	0	0	0.000189163
1000000054	RESTING_MAST_CELL	0.120068557	0	0	0	0.036080172	0.073203941	0	0	0.042348991	0	0	0	0	0	0.117696607	0.003196538	0	0.084648624	0.030342214	0.005581535	0	0	0.079906107	0.019457313	0.109421429	0.141025475	0	0.029198423	0.086892486	0.09255154	0.152412108	0	0.014751246	0.141696986	0.039933026	0.081441858	0.012300547	0.033520566	0.048984233	0.1041406	0.093963057	0.028686112	0	0.045016022	0.009432568	0	0.004458644	0	0.094413941	0	0.121118156	0	0	0.152178422	0	0.020715105	0	0	0.004778197	0	0.012584571	0.204359864	0	0	0	0.01221395	0	0.081948867	0.188243621	0.105299943	0	0.049525322	0	0	0.110316326	0.046411848	0.088985966	0.008505438	0.112072374	0	0.040956274	0	0.066929579	0	0	0	0	0	0.015734095	0	0.122541455	0	0	0	0.01829599	0	0.008757453	0	0.022032933	0	0	0.123095196	0.036562224	0.038984238	0	0	0	0	0.013924302	0	0.009913409	0	0	0	0	0	0	0.02906936	0.107617596	0.008938571	0.085491342	0	0	0.139735087	0	0	0	0	0.079747871	0.038706587	0	0	0	0.127190402	0	0	0.180202093	0.059106108	0	0	0.268259674	0.02160719	0	0.007866019	0.041282919	0.136323669	0.16062154	0	0.090954391	0	0	0	0.131971485	0	0.053055868	0.255538027	0.004482562	0	0.029068191	0.012158815	0.086813475	0.041042302	0.033064117	0.329980088	0	0	0.037429667	0.029786091	0	0.045598831	0	0	0	0	0
1000000055	ACTIVATED_MAST_CELL	0	0	0.068911221	0.094760828	0	0	0.099921177	0.134612129	0	0.08125346	0.06848042	0.021521953	0.079665464	0.210007292	0	0	0.079289145	0	0	0	0.072812336	0.020582759	0	0	0	0	0.011886228	0	0	0	0	0.058920089	0	0	0	0	0	0	0	0	0	0	0.02982045	0	0	0.009915362	0	0.179180701	0	0.128684022	0	0.097407676	0.035956209	0	0.061550314	0	0.06540939	0.023970401	0	0.006567789	0	0	0.071884228	0.03209089	0.0252971	0	0.125614288	0	0	0	0.036823955	0	0.035402572	0.001047189	0	0	0	0	0	0.025170285	0	0.024296493	0	0.003246517	0.063214018	0.001928884	0.097156118	0.023253955	0	0.26316468	0	0.046238085	0.027089163	0.035583009	0	0.032487874	0	0.091159839	0	0.077644912	0.030882624	0	0	0	0.024610607	0.092192618	0.021145256	0.199352263	0	0.067533522	0	0.016104303	0.206807112	0	0.115412334	0.198353659	0.081004956	0	0	0	0	0.082227738	0.046593446	0	0.131292151	0.037950548	0.104261855	0.044269421	0	0	0.112769181	0.028724952	0.088306849	0	0.018995487	0.039819191	0	0	0.094994105	0.012286048	0	0	0.108926582	0	0	0	0	0.01252291	0	0.080133833	0.038771958	0.00729247	0	0.021251921	0	0	0	0.280258894	0	0	0	0	0	0	0.128120751	0.076102918	0	0	0.086675882	0	0.26506735	0.1419666	0.21093594	0.090754518	0.348951298
6	EOSINOPHIL	0.026336892	0	0.005383383	0	0	0	0.013300798	0.006242059	0	0	0	0	0.00251068	0	0	0	0.015796648	0	0	0	0	0.001411099	0.011473045	0	0	0	0	0	0.001116127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003674008	0.002329906	0.025416738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02550001	0.067630322	0	0	0	0	0.001282088	0	0.003360409	0	0	0	0.024874228	0	0.002389739	0	0	0.000698081	0	0.000133355	0	0	0	0.003746963	0	0.002474737	0	0.072254698	0	0	0	0	0	0.002827435	0	0.080840679	0	0	0	0	0.004915457	0	0	0.009588133	0.006045062	0	0.017215481	0	0	0	0	0	0	0	0	0.019307294	0	0.002830306	0.005094434	0	0	0	0.017705265	0	0	0	0.011271542	0	0	0	0.002964314	0	0	0	0	0	0	0	0.004446258	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004869863	0	0	0	0.006002002	0	0.055888222	0.006565701	0.000527745	0	0.050462024
15	NEUTROPHIL	0.025547147	0.016342607	0.022169919	0.011407902	0	0	0.03741267	0.033980595	0.028396744	0	0.022923689	0.006279426	0.005251683	0.00717887	0.027026137	0.013201409	0.030918755	0.017883376	0.042514765	0.052853238	0.029631348	0.046941578	0.053095464	0.009969305	0.016747291	0.015659739	0.00188705	0.015143049	0.007502906	0.0000402	0.025166983	0.066365971	0.054826477	0	0.011816836	0.05360172	0.026442694	0.043468901	0.018915649	0.031126566	0.011316012	0.015164035	0.045700694	0.033498386	0.026030242	0.016818933	0	0.00350518	0.044501644	0.045573535	0.009481534	0.031637508	0.039079718	0.028403736	0.055183654	0.008716214	0.08870621	0.016999936	0.01205283	0.026460604	0.033959655	0.032550529	0.043935924	0.012210382	0.013026074	0.028431263	0.016237598	0.020582524	0.015869609	0.023743021	0.026888083	0	0.012712093	0.067170789	0.074329694	0.037351199	0.010871391	0.015371154	0.039544824	0.032180695	0.008714443	0.017609597	0.029582902	0.055485003	0.013273249	0.065756677	0.037165522	0.002939138	0.025552807	0.030450968	0.050187604	0.015135701	0.00833371	0.024256701	0.089129851	0.049733797	0.016465194	0.013057436	0.090650253	0.020247629	0.013865693	0.033515638	0.038780526	0.016829884	0.011417463	0.018492507	0.007617182	0.013244505	0.019318172	0.01666621	0.036445358	0.02144975	0.0311335	0.005404641	0.036274915	0.009318802	0.022504186	0.014073538	0.03291643	0.040476521	0.076680825	0.079235561	0.024420227	0.074975876	0.020030143	0.062734985	0.044272618	0.043051175	0.038498288	0.004028206	0.01072398	0.038979456	0.013238299	0.024286688	0.005051504	0	0.010073283	0.030570838	0	0.027547031	0.011091946	0.01697573	0.002108492	0.013493639	0.046102604	0	0.01088531	0.00635723	0.018033297	0.042923259	0.054052925	0.022480335	0.05997501	0.028181295	0	0.018926129	0.011405034	0.029556311	0.039493931	0.036420448	0.014999259	0.00874887	0.036924215	0.010289307	0.009136739	0.04139738	0.020598436	0.012255967	0.018440761	0	0	0.00792165	0	0	0
